1;219;14,679311
1;589;11,252183
1;440;10,183644
1;134;12,667055
1;509;11,399695
1;117;15,652790
1;499;23,586611
1;383;16,536404
1;455;11,186629
1;289;15,680338
1;515;19,092577
1;193;10,409351
1;120;16,572467
1;226;14,473593
1;329;10,777068
1;431;10,946371
1;289;7,711454
1;346;13,758039
1;539;7,558334
1;440;10,796765
1;331;9,089723
1;341;13,542271
1;634;11,167260
1;623;5,601546
1;103;14,631180
1;406;22,585290
1;251;11,991859
1;51;13,509129
1;137;10,862744
1;327;13,463441
1;239;15,928257
1;135;11,167929
1;258;15,962652
1;193;11,877601
1;462;19,376029
1;774;13,303766
1;347;8,581925
1;582;5,027151
1;315;11,610828
1;228;21,686505
1;291;18,438330
1;227;9,989532
1;890;11,489561
1;90;20,563102
1;174;12,912289
1;628;4,858590
1;54;13,850170
1;643;24,305274
1;614;12,360999
1;95;18,616357
1;435;23,895287
1;497;4,162545
1;296;11,411770
1;615;7,025057
1;9;14,689897
1;380;24,218414
1;287;13,756782
1;136;16,712234
1;480;11,257093
1;444;13,317487
1;355;12,407266
1;797;10,838307
1;39;11,831943
1;454;14,932296
1;123;17,718877
1;547;12,911195
1;151;5,296844
1;451;14,508272
1;78;14,886533
1;8;19,742674
1;184;11,722731
1;231;9,354375
1;126;18,120482
1;2;17,847455
1;61;13,258902
1;200;12,023137
1;332;13,888035
1;650;12,974095
1;244;6,002281
1;210;17,623882
1;287;14,672597
1;157;10,032999
1;629;14,738468
1;93;13,301549
1;445;6,672338
1;62;7,491474
1;440;7,897460
1;335;7,975065
1;437;16,975217
1;185;11,399655
1;506;7,840337
1;487;14,484959
1;179;15,756643
1;357;7,702026
1;373;7,965674
1;140;15,818980
1;815;14,689119
1;359;19,361085
1;700;7,999073
1;617;11,256733